mosi,miso
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD2
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD1
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xCF
,
,
0x5E,0x80
0x0C,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0C,0xD0
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCE
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCD
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCB
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0D,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0D,0xCC
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xCA
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xCA
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xCA
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xCA
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xCA
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC8
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x0E,0xC9
,
,
0x5E,0x80
0x0E,0x00
0x5F,0x80
